Name,images,target
LISINOPRIL,00378-2077-01_PART_1_OF_1_CHAL10_SB_4426A255.jpg,1
LISINOPRIL,00378-2077-01_PART_1_OF_1_CHAL10_SF_4426A255.jpg,1
LISINOPRIL,60505-0185-00_PART_1_OF_1_CHAL10_SB_27269384.jpg,1
LISINOPRIL,60505-0185-00_PART_1_OF_1_CHAL10_SF_27269384.jpg,1
LISINOPRIL,0378-2075_0_0.jpg,1
LISINOPRIL,0378-2075_0_1.jpg,1
SIMVASTATIN,1049.jpg,2
SIMVASTATIN,107.jpg,2
SIMVASTATIN,1163.jpg,2
SIMVASTATIN,1479.jpg,2
SIMVASTATIN,1558.jpg,2
SIMVASTATIN,1581.jpg,2
SIMVASTATIN,1660.jpg,2
SIMVASTATIN,1663.jpg,2
SIMVASTATIN,1774.jpg,2
SIMVASTATIN,1789.jpg,2
SIMVASTATIN,2018.jpg,2
SIMVASTATIN,2068.jpg,2
SIMVASTATIN,2093.jpg,2
SIMVASTATIN,220.jpg,2
SIMVASTATIN,2234.jpg,2
SIMVASTATIN,2236.jpg,2
SIMVASTATIN,2333.jpg,2
SIMVASTATIN,2628.jpg,2
SIMVASTATIN,2649.jpg,2
SIMVASTATIN,2761.jpg,2
SIMVASTATIN,2914.jpg,2
SIMVASTATIN,297.jpg,2
SIMVASTATIN,3119.jpg,2
SIMVASTATIN,326.jpg,2
SIMVASTATIN,3266.jpg,2
SIMVASTATIN,33.jpg,2
SIMVASTATIN,3377.jpg,2
SIMVASTATIN,3621.jpg,2
SIMVASTATIN,3670.jpg,2
SIMVASTATIN,372.jpg,2
SIMVASTATIN,3848.jpg,2
SIMVASTATIN,3934.jpg,2
SIMVASTATIN,3953.jpg,2
SIMVASTATIN,411.jpg,2
SIMVASTATIN,4398.jpg,2
SIMVASTATIN,4733.jpg,2
SIMVASTATIN,4796.jpg,2
SIMVASTATIN,4982.jpg,2
SIMVASTATIN,54.jpg,2
SIMVASTATIN,542.jpg,2
SIMVASTATIN,605.jpg,2
SIMVASTATIN,626.jpg,2
SIMVASTATIN,681.jpg,2
SIMVASTATIN,927.jpg,2
SIMVASTATIN,941.jpg,2
SIMVASTATIN,944.jpg,2
SIMVASTATIN,952.jpg,2
SIMVASTATIN,00093-7155-98_PART_1_OF_1_CHAL10_SB_4A21A50D.jpg,2
SIMVASTATIN,00093-7155-98_PART_1_OF_1_CHAL10_SF_4A21A50D.jpg,2
SIMVASTATIN,55111-0197-30_PART_1_OF_1_CHAL10_SB_D7236B9B.jpg,2
SIMVASTATIN,55111-0197-30_PART_1_OF_1_CHAL10_SF_D7236B9B.jpg,2
SIMVASTATIN,55111-0198-30_PART_1_OF_1_CHAL10_SB_E022F067.jpg,2
SIMVASTATIN,55111-0198-30_PART_1_OF_1_CHAL10_SF_E022F067.jpg,2
SIMVASTATIN,55111-0268-30_PART_1_OF_1_CHAL10_SB_C422E227.jpg,2
SIMVASTATIN,55111-0268-30_PART_1_OF_1_CHAL10_SF_C422E227.jpg,2
SIMVASTATIN,65862-0050-30_PART_1_OF_1_CHAL10_SB_012180AC.jpg,2
SIMVASTATIN,65862-0050-30_PART_1_OF_1_CHAL10_SF_012180AC.jpg,2
SIMVASTATIN,65862-0052-30_PART_1_OF_1_CHAL10_SB_E522F2D7.jpg,2
SIMVASTATIN,65862-0052-30_PART_1_OF_1_CHAL10_SF_E522F2D7.jpg,2
SIMVASTATIN,65862-0053-30_PART_1_OF_1_CHAL10_SB_C621630B.jpg,2
SIMVASTATIN,65862-0053-30_PART_1_OF_1_CHAL10_SF_C621630B.jpg,2
SIMVASTATIN,65862-0054-30_PART_1_OF_1_CHAL10_SB_C12160FB.jpg,2
SIMVASTATIN,65862-0054-30_PART_1_OF_1_CHAL10_SF_C12160FB.jpg,2
SIMVASTATIN,68180-0478-01_PART_1_OF_1_CHAL10_SB_AB21558A.jpg,2
SIMVASTATIN,68180-0478-01_PART_1_OF_1_CHAL10_SF_AB21558A.jpg,2
SIMVASTATIN,68180-0479-01_PART_1_OF_1_CHAL10_SB_B4215A0A.jpg,2
SIMVASTATIN,68180-0479-01_PART_1_OF_1_CHAL10_SF_B4215A0A.jpg,2
SIMVASTATIN,68180-0480-01_PART_1_OF_1_CHAL10_SB_0A21855C.jpg,2
SIMVASTATIN,68180-0480-01_PART_1_OF_1_CHAL10_SF_0A21855C.jpg,2
SIMVASTATIN,68180-0481-01_PART_1_OF_1_CHAL10_SB_FA217D1B.jpg,2
SIMVASTATIN,68180-0481-01_PART_1_OF_1_CHAL10_SF_FA217D1B.jpg,2
WARFARIN SODIUM,129.jpg,3
WARFARIN SODIUM,1308.jpg,3
WARFARIN SODIUM,1387.jpg,3
WARFARIN SODIUM,1426.jpg,3
WARFARIN SODIUM,1457.jpg,3
WARFARIN SODIUM,1551.jpg,3
WARFARIN SODIUM,1677.jpg,3
WARFARIN SODIUM,1683.jpg,3
WARFARIN SODIUM,1876.jpg,3
WARFARIN SODIUM,2231.jpg,3
WARFARIN SODIUM,2389.jpg,3
WARFARIN SODIUM,2510.jpg,3
WARFARIN SODIUM,2699.jpg,3
WARFARIN SODIUM,271.jpg,3
WARFARIN SODIUM,2747.jpg,3
WARFARIN SODIUM,2780.jpg,3
WARFARIN SODIUM,2803.jpg,3
WARFARIN SODIUM,2855.jpg,3
WARFARIN SODIUM,2919.jpg,3
WARFARIN SODIUM,3314.jpg,3
WARFARIN SODIUM,3384.jpg,3
WARFARIN SODIUM,3445.jpg,3
WARFARIN SODIUM,3637.jpg,3
WARFARIN SODIUM,4046.jpg,3
WARFARIN SODIUM,4140.jpg,3
WARFARIN SODIUM,4206.jpg,3
WARFARIN SODIUM,4381.jpg,3
WARFARIN SODIUM,4605.jpg,3
WARFARIN SODIUM,4631.jpg,3
WARFARIN SODIUM,4660.jpg,3
WARFARIN SODIUM,4884.jpg,3
WARFARIN SODIUM,4931.jpg,3
WARFARIN SODIUM,4955.jpg,3
WARFARIN SODIUM,985.jpg,3
WARFARIN SODIUM,00555-0831-02_PART_1_OF_1_CHAL10_SB_C52F62EB.jpg,3
WARFARIN SODIUM,00555-0831-02_PART_1_OF_1_CHAL10_SB_F321798B.jpg,3
WARFARIN SODIUM,00555-0831-02_PART_1_OF_1_CHAL10_SF_C52F62EB.jpg,3
WARFARIN SODIUM,00555-0831-02_PART_1_OF_1_CHAL10_SF_F321798B.jpg,3
WARFARIN SODIUM,00555-0834-02_PART_1_OF_1_CHAL10_SB_932F49CA.jpg,3
WARFARIN SODIUM,00555-0834-02_PART_1_OF_1_CHAL10_SB_D8216C0B.jpg,3
WARFARIN SODIUM,00555-0834-02_PART_1_OF_1_CHAL10_SF_932F49CA.jpg,3
WARFARIN SODIUM,00555-0834-02_PART_1_OF_1_CHAL10_SF_D8216C0B.jpg,3
WARFARIN SODIUM,00555-0835-02_PART_1_OF_1_CHAL10_SB_98214C5A.jpg,3
WARFARIN SODIUM,00555-0835-02_PART_1_OF_1_CHAL10_SB_CA2F655B.jpg,3
WARFARIN SODIUM,00555-0835-02_PART_1_OF_1_CHAL10_SF_98214C5A.jpg,3
WARFARIN SODIUM,00555-0835-02_PART_1_OF_1_CHAL10_SF_CA2F655B.jpg,3
WARFARIN SODIUM,00555-0925-02_PART_1_OF_1_CHAL10_SB_46212319.jpg,3
WARFARIN SODIUM,00555-0925-02_PART_1_OF_1_CHAL10_SB_972F4BDA.jpg,3
WARFARIN SODIUM,00555-0925-02_PART_1_OF_1_CHAL10_SF_46212319.jpg,3
WARFARIN SODIUM,00555-0925-02_PART_1_OF_1_CHAL10_SF_972F4BDA.jpg,3
WARFARIN SODIUM,51672-4029-01_PART_1_OF_1_CHAL10_SB_B9265CF2.jpg,3
WARFARIN SODIUM,51672-4029-01_PART_1_OF_1_CHAL10_SF_B9265CF2.jpg,3
WARFARIN SODIUM,51672-4030-01_PART_1_OF_1_CHAL10_SB_D12668F3.jpg,3
WARFARIN SODIUM,51672-4030-01_PART_1_OF_1_CHAL10_SF_D12668F3.jpg,3
WARFARIN SODIUM,51672-4032-01_PART_1_OF_1_CHAL10_SB_E52672E3.jpg,3
WARFARIN SODIUM,51672-4032-01_PART_1_OF_1_CHAL10_SF_E52672E3.jpg,3
WARFARIN SODIUM,51672-4033-01_PART_1_OF_1_CHAL10_SB_A72653F2.jpg,3
WARFARIN SODIUM,51672-4033-01_PART_1_OF_1_CHAL10_SF_A72653F2.jpg,3
WARFARIN SODIUM,51672-4035-01_PART_1_OF_1_CHAL10_SB_DA266D43.jpg,3
WARFARIN SODIUM,51672-4035-01_PART_1_OF_1_CHAL10_SF_DA266D43.jpg,3
GLYBURIDE,1026.jpg,4
GLYBURIDE,1080.jpg,4
GLYBURIDE,1447.jpg,4
GLYBURIDE,1459.jpg,4
GLYBURIDE,2169.jpg,4
GLYBURIDE,2335.jpg,4
GLYBURIDE,2352.jpg,4
GLYBURIDE,2458.jpg,4
GLYBURIDE,2544.jpg,4
GLYBURIDE,2901.jpg,4
GLYBURIDE,3315.jpg,4
GLYBURIDE,3431.jpg,4
GLYBURIDE,3438.jpg,4
GLYBURIDE,3494.jpg,4
GLYBURIDE,3565.jpg,4
GLYBURIDE,3632.jpg,4
GLYBURIDE,368.jpg,4
GLYBURIDE,370.jpg,4
GLYBURIDE,3832.jpg,4
GLYBURIDE,4107.jpg,4
GLYBURIDE,4298.jpg,4
GLYBURIDE,4305.jpg,4
GLYBURIDE,470.jpg,4
GLYBURIDE,482.jpg,4
GLYBURIDE,742.jpg,4
GLYBURIDE,00093-8035-01_PART_1_OF_1_CHAL10_SB_DC266E63.jpg,4
GLYBURIDE,00093-8035-01_PART_1_OF_1_CHAL10_SF_DC266E63.jpg,4
GLYBURIDE,00093-8036-01_PART_1_OF_1_CHAL10_SB_C2266173.jpg,4
GLYBURIDE,00093-8036-01_PART_1_OF_1_CHAL10_SF_C2266173.jpg,4
GLYBURIDE,00143-9919-01_PART_1_OF_1_CHAL10_SB_02230118.jpg,4
GLYBURIDE,00143-9919-01_PART_1_OF_1_CHAL10_SF_02230118.jpg,4
GLYBURIDE,00143-9920-01_PART_1_OF_1_CHAL10_SB_A4265272.jpg,4
GLYBURIDE,00143-9920-01_PART_1_OF_1_CHAL10_SF_A4265272.jpg,4
GLYBURIDE,00378-1125-01_PART_1_OF_1_CHAL10_SB_7E203F41.jpg,4
GLYBURIDE,00378-1125-01_PART_1_OF_1_CHAL10_SF_7E203F41.jpg,4
GLYBURIDE,00781-1146-01_PART_1_OF_1_CHAL10_SB_F422FA27.jpg,4
GLYBURIDE,00781-1146-01_PART_1_OF_1_CHAL10_SF_F422FA27.jpg,4
GLYBURIDE,00781-1191-01_PART_1_OF_1_CHAL10_SB_F920FCA7.jpg,4
GLYBURIDE,00781-1191-01_PART_1_OF_1_CHAL10_SF_F920FCA7.jpg,4
GLYBURIDE,0093-9364_0_0.jpg,4
GLYBURIDE,0093-9364_0_1.jpg,4
GLYBURIDE,0093-9433_0_0.jpg,4
GLYBURIDE,0093-9433_0_1.jpg,4
PREDNISONE,1090.jpg,5
PREDNISONE,1216.jpg,5
PREDNISONE,1234.jpg,5
PREDNISONE,1673.jpg,5
PREDNISONE,174.jpg,5
PREDNISONE,2047.jpg,5
PREDNISONE,2281.jpg,5
PREDNISONE,2349.jpg,5
PREDNISONE,2448.jpg,5
PREDNISONE,2681.jpg,5
PREDNISONE,2696.jpg,5
PREDNISONE,2885.jpg,5
PREDNISONE,2968.jpg,5
PREDNISONE,3221.jpg,5
PREDNISONE,3289.jpg,5
PREDNISONE,3833.jpg,5
PREDNISONE,3877.jpg,5
PREDNISONE,389.jpg,5
PREDNISONE,3926.jpg,5
PREDNISONE,421.jpg,5
PREDNISONE,4928.jpg,5
PREDNISONE,676.jpg,5
PREDNISONE,694.jpg,5
PREDNISONE,748.jpg,5
PREDNISONE,774.jpg,5
PREDNISONE,00054-0017-25_PART_1_OF_1_CHAL10_SB_F7217BFB.jpg,5
PREDNISONE,00054-0017-25_PART_1_OF_1_CHAL10_SF_F7217BFB.jpg,5
PREDNISONE,00054-4728-25_PART_1_OF_1_CHAL10_SB_8723C3EE.jpg,5
PREDNISONE,00054-4728-25_PART_1_OF_1_CHAL10_SF_8723C3EE.jpg,5
PREDNISONE,00143-1425-01_PART_1_OF_1_CHAL10_SB_B12658A2.jpg,5
PREDNISONE,00143-1425-01_PART_1_OF_1_CHAL10_SF_B12658A2.jpg,5
PREDNISONE,00143-1473-01_PART_1_OF_1_CHAL10_SB_A8205472.jpg,5
PREDNISONE,00143-1473-01_PART_1_OF_1_CHAL10_SF_A8205472.jpg,5
PREDNISONE,00143-1475-01_PART_1_OF_1_CHAL10_SB_B7205BF2.jpg,5
PREDNISONE,00143-1475-01_PART_1_OF_1_CHAL10_SF_B7205BF2.jpg,5
PREDNISONE,00591-5052-01_PART_1_OF_1_CHAL10_SB_BD215E8A.jpg,5
PREDNISONE,00591-5052-01_PART_1_OF_1_CHAL10_SF_BD215E8A.jpg,5
PREDNISONE,00591-5442-01_PART_1_OF_1_CHAL10_SB_BA205D42.jpg,5
PREDNISONE,00591-5442-01_PART_1_OF_1_CHAL10_SF_BA205D42.jpg,5
PREDNISONE,53489-0138-01_PART_1_OF_1_CHAL10_SB_B3205982.jpg,5
PREDNISONE,53489-0138-01_PART_1_OF_1_CHAL10_SF_B3205982.jpg,5
PREDNISONE,53489-0139-01_PART_1_OF_1_CHAL10_SB_B0205832.jpg,5
PREDNISONE,53489-0139-01_PART_1_OF_1_CHAL10_SF_B0205832.jpg,5
SOTALOL HYDROCHLORIDE,1287.jpg,6
SOTALOL HYDROCHLORIDE,1761.jpg,6
SOTALOL HYDROCHLORIDE,2217.jpg,6
SOTALOL HYDROCHLORIDE,2442.jpg,6
SOTALOL HYDROCHLORIDE,2452.jpg,6
SOTALOL HYDROCHLORIDE,2663.jpg,6
SOTALOL HYDROCHLORIDE,2689.jpg,6
SOTALOL HYDROCHLORIDE,298.jpg,6
SOTALOL HYDROCHLORIDE,395.jpg,6
SOTALOL HYDROCHLORIDE,3970.jpg,6
SOTALOL HYDROCHLORIDE,4108.jpg,6
SOTALOL HYDROCHLORIDE,4338.jpg,6
SOTALOL HYDROCHLORIDE,4562.jpg,6
SOTALOL HYDROCHLORIDE,4634.jpg,6
SOTALOL HYDROCHLORIDE,4747.jpg,6
SOTALOL HYDROCHLORIDE,4832.jpg,6
SOTALOL HYDROCHLORIDE,4890.jpg,6
SOTALOL HYDROCHLORIDE,4905.jpg,6
SOTALOL HYDROCHLORIDE,552.jpg,6
SOTALOL HYDROCHLORIDE,679.jpg,6
SOTALOL HYDROCHLORIDE,695.jpg,6
SOTALOL HYDROCHLORIDE,738.jpg,6
SOTALOL HYDROCHLORIDE,851.jpg,6
SOTALOL HYDROCHLORIDE,00093-1061-01_PART_1_OF_1_CHAL10_SB_9329C9EE.jpg,6
SOTALOL HYDROCHLORIDE,00093-1061-01_PART_1_OF_1_CHAL10_SF_9329C9EE.jpg,6
